               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.054636,             0.16288,            0.027848,             0.77707,             0.51454,             0.55411,             0.32561,             0.03028,             0.11527,            0.022707,           0.0015192,           0.0015192,            0.021619
                 160,            0.057605,             0.16389,            0.028173,             0.76961,             0.52325,             0.56515,             0.32128,            0.032604,              0.1142,            0.022274,            0.001495,            0.001495,            0.021095
                 161,            0.054944,              0.1678,            0.027788,             0.75346,             0.54385,             0.56919,             0.32072,            0.030657,             0.11288,            0.022313,            0.001471,            0.001471,            0.020571
                 162,            0.057278,             0.16512,            0.027885,             0.76573,             0.52042,             0.56209,             0.36901,            0.027108,             0.11155,            0.022256,           0.0014474,           0.0014474,            0.020047
                 163,            0.057197,             0.16398,            0.028491,             0.35152,              0.7808,             0.57074,             0.34872,            0.029302,             0.11237,            0.022128,           0.0014241,           0.0014241,            0.019524
                 164,            0.054756,             0.16544,            0.027724,             0.78946,             0.49307,             0.57457,             0.31704,            0.032909,             0.11312,            0.022095,           0.0014012,           0.0014012,            0.019001
                 165,            0.056203,             0.15688,            0.027295,             0.35237,             0.77725,             0.57302,             0.33501,            0.030162,             0.11254,            0.021982,           0.0013787,           0.0013787,            0.018479
                 166,            0.055242,             0.15942,            0.027701,             0.75687,             0.53102,             0.56644,             0.31798,            0.032531,             0.11374,            0.022453,           0.0013566,           0.0013566,            0.017957
                 167,            0.054736,             0.15683,            0.027801,             0.78247,             0.50484,             0.57291,             0.35328,            0.028925,             0.11262,            0.022438,            0.001335,            0.001335,            0.017435
                 168,             0.05706,             0.16605,            0.028003,             0.78448,             0.51073,              0.5803,             0.35562,            0.029667,              0.1132,            0.021992,           0.0013138,           0.0013138,            0.016914
                 169,            0.054119,              0.1584,            0.027545,             0.79004,             0.51288,             0.59422,             0.36059,            0.029869,              0.1121,            0.021634,           0.0012931,           0.0012931,            0.016393
                 170,            0.057284,             0.16056,            0.027971,             0.38586,             0.76823,             0.59077,             0.34673,            0.030258,             0.11258,             0.02158,           0.0012729,           0.0012729,            0.015873
                 171,             0.05489,             0.16065,            0.027803,             0.79562,             0.50559,              0.5934,             0.38656,            0.027775,             0.11066,            0.021224,           0.0012532,           0.0012532,            0.015353
                 172,            0.055737,             0.16218,            0.027449,             0.36492,             0.79617,             0.59041,             0.34777,              0.0297,             0.11166,            0.021151,            0.001234,            0.001234,            0.014834
                 173,            0.054501,             0.16325,            0.027279,             0.78392,              0.5257,             0.58803,             0.34464,            0.029531,             0.11101,            0.021299,           0.0012155,           0.0012155,            0.014315
                 174,            0.055587,             0.17075,            0.027496,             0.79737,             0.51198,             0.60656,             0.36656,            0.029128,              0.1098,            0.020845,           0.0011975,           0.0011975,            0.013797
                 175,            0.055559,             0.16176,            0.027757,             0.36723,             0.80683,             0.60018,             0.33844,            0.031297,             0.11074,            0.020751,           0.0011801,           0.0011801,             0.01328
                 176,            0.055033,             0.16814,            0.027154,             0.79654,             0.53489,             0.60876,             0.38183,            0.028077,              0.1102,             0.02036,           0.0011633,           0.0011633,            0.012763
                 177,            0.053596,             0.16838,            0.026816,             0.78819,             0.53861,             0.60528,             0.36238,             0.02893,             0.11165,            0.020286,           0.0011473,           0.0011473,            0.012247
                 178,            0.054768,             0.16912,             0.02719,             0.36212,             0.81077,             0.59948,             0.34113,            0.030665,             0.11221,            0.020133,           0.0011318,           0.0011318,            0.011732
                 179,            0.055427,             0.16378,            0.026859,              0.3695,             0.81369,             0.60217,             0.38445,             0.02707,             0.11123,            0.019866,           0.0011171,           0.0011171,            0.011217
                 180,            0.055932,             0.16736,            0.026697,             0.37382,             0.79897,             0.59137,             0.33537,            0.031207,             0.11456,            0.019881,           0.0011031,           0.0011031,            0.010703
                 181,            0.055337,             0.16174,            0.026556,             0.39937,              0.7661,             0.59935,             0.38268,            0.027338,             0.11311,            0.019604,           0.0010898,           0.0010898,             0.01019
                 182,            0.053039,             0.16288,            0.026354,             0.47483,             0.68129,             0.60161,             0.37308,            0.027751,              0.1117,            0.019843,           0.0010773,           0.0010773,           0.0096773
                 183,            0.053163,             0.16848,            0.026894,             0.80042,             0.53212,             0.60981,             0.37194,            0.028691,              0.1109,            0.019584,           0.0010656,           0.0010656,           0.0091656
                 184,            0.054543,             0.16245,            0.026935,             0.38752,             0.78257,             0.60277,             0.34715,            0.030671,             0.11301,            0.019413,           0.0010546,           0.0010546,           0.0086546
                 185,            0.053711,             0.16368,            0.026788,             0.36742,             0.80197,             0.60673,             0.36754,             0.02849,             0.10934,            0.019395,           0.0010445,           0.0010445,           0.0081445
                 186,            0.054279,             0.16114,            0.026858,              0.7943,              0.5375,             0.62114,             0.38773,            0.027665,             0.10915,            0.019261,           0.0010352,           0.0010352,           0.0076352
                 187,            0.054742,             0.15574,            0.027131,             0.81597,             0.51373,             0.61089,             0.34448,            0.031956,             0.11058,            0.019316,           0.0010268,           0.0010268,           0.0071268
                 188,            0.054368,             0.16307,            0.027124,             0.77853,             0.56224,               0.612,             0.37405,            0.028689,             0.10948,            0.019318,           0.0010192,           0.0010192,           0.0066192
                 189,            0.053483,               0.158,             0.02661,              0.7827,             0.55886,             0.61706,             0.39065,            0.027508,             0.11006,            0.019131,           0.0010126,           0.0010126,           0.0061126
                 190,            0.054226,             0.15906,            0.026725,             0.38826,             0.78479,             0.61949,              0.3871,            0.028665,             0.10917,            0.018737,           0.0010069,           0.0010069,           0.0056069
                 191,            0.054294,             0.16426,            0.026739,             0.39335,             0.79446,             0.61786,             0.39373,            0.027462,             0.10893,            0.018589,           0.0010021,           0.0010021,           0.0051021
                 192,            0.053431,             0.16475,            0.026886,             0.40318,             0.80201,             0.61693,             0.36937,            0.029364,             0.10996,            0.018564,          0.00099821,          0.00099821,           0.0045982
                 193,            0.053796,             0.16353,            0.026343,             0.38546,             0.80051,             0.61325,             0.39667,            0.027159,             0.10937,            0.018631,          0.00099533,          0.00099533,           0.0040953
                 194,            0.052649,             0.16598,            0.026463,             0.36583,             0.82539,             0.61054,               0.393,            0.027366,             0.11084,             0.01894,          0.00099345,          0.00099345,           0.0035935
                 195,            0.054272,             0.16279,            0.026622,              0.4539,             0.67695,             0.61012,             0.37561,            0.028909,             0.11148,             0.01856,          0.00099258,          0.00099258,           0.0030926
                 196,            0.053195,             0.15889,            0.026506,             0.42779,             0.69295,             0.60477,              0.3729,             0.02887,             0.11149,            0.018882,          0.00099274,          0.00099274,           0.0025927
                 197,             0.05412,             0.16644,            0.026574,             0.41489,             0.72716,             0.61902,              0.3858,            0.028626,             0.10987,            0.018359,          0.00099394,          0.00099394,           0.0020939
                 198,            0.053662,             0.15976,            0.026617,             0.43259,             0.71294,             0.62531,             0.39547,            0.027474,             0.10897,            0.018115,          0.00099621,          0.00099621,           0.0015962
                 199,            0.052051,              0.1635,            0.026492,             0.80522,             0.54667,             0.61921,             0.40104,            0.026839,             0.11232,            0.018246,          0.00099955,          0.00099955,           0.0010996
