               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.062699,             0.16367,            0.030618,             0.61579,             0.52151,              0.3447,             0.15475,            0.040431,             0.13129,            0.029062,            0.001495,            0.001495,            0.021095
                 161,            0.062679,             0.17257,            0.030612,             0.60851,             0.52546,             0.35007,             0.17211,            0.038734,             0.13096,            0.029049,            0.001471,            0.001471,            0.020571
                 162,            0.061945,              0.1643,            0.030562,             0.60906,             0.52541,             0.35048,             0.15683,            0.040297,             0.12981,            0.029078,           0.0014474,           0.0014474,            0.020047
                 163,            0.062627,             0.16677,            0.030264,             0.60392,             0.53196,              0.3491,             0.17197,            0.037755,             0.12999,            0.029089,           0.0014241,           0.0014241,            0.019524
                 164,             0.06173,             0.16807,            0.030059,             0.61235,             0.51586,             0.35195,             0.17587,            0.037556,             0.13143,            0.029105,           0.0014012,           0.0014012,            0.019001
                 165,             0.06138,             0.16709,            0.030121,             0.61915,             0.51196,               0.355,             0.17734,            0.037859,             0.12865,            0.028991,           0.0013787,           0.0013787,            0.018479
                 166,            0.061865,             0.16937,            0.030068,             0.61751,             0.51589,             0.35078,             0.17752,            0.037882,             0.12791,            0.028959,           0.0013566,           0.0013566,            0.017957
                 167,            0.061661,             0.16423,             0.02986,             0.61912,               0.517,              0.3439,             0.17665,            0.037521,             0.12889,            0.028934,            0.001335,            0.001335,            0.017435
                 168,            0.060789,             0.16949,            0.030074,             0.61815,             0.51198,             0.33625,             0.15394,            0.040025,              0.1308,            0.028844,           0.0013138,           0.0013138,            0.016914
                 169,            0.062439,             0.16956,            0.030129,             0.62177,             0.51034,             0.34793,             0.15924,            0.039805,             0.12975,             0.02881,           0.0012931,           0.0012931,            0.016393
                 170,            0.062507,             0.17657,            0.030133,             0.62341,             0.50625,             0.35315,             0.18238,            0.036954,             0.13038,            0.028784,           0.0012729,           0.0012729,            0.015873
                 171,            0.062016,             0.16605,            0.029865,             0.62191,             0.50476,             0.34849,             0.14123,            0.042428,             0.13325,            0.028747,           0.0012532,           0.0012532,            0.015353
                 172,            0.061645,             0.16349,            0.029948,             0.61952,             0.52897,             0.35749,             0.16757,            0.039607,             0.13038,            0.028747,            0.001234,            0.001234,            0.014834
                 173,            0.061712,             0.17858,            0.030173,             0.62769,              0.5077,             0.37497,             0.17859,            0.039842,             0.12732,            0.028805,           0.0012155,           0.0012155,            0.014315
                 174,            0.062176,             0.16117,            0.030008,             0.62346,             0.51278,             0.37903,             0.19127,            0.037757,             0.12743,            0.028755,           0.0011975,           0.0011975,            0.013797
                 175,            0.062517,             0.16584,            0.030344,             0.61558,             0.53052,              0.3736,             0.18909,            0.037507,             0.12861,            0.028731,           0.0011801,           0.0011801,             0.01328
                 176,            0.062889,             0.16979,            0.030394,             0.62412,             0.52334,             0.38252,             0.19431,            0.037114,             0.12762,            0.028737,           0.0011633,           0.0011633,            0.012763
                 177,            0.061394,              0.1596,            0.029844,             0.62205,             0.51614,             0.37686,             0.19279,            0.036967,             0.12812,            0.028735,           0.0011473,           0.0011473,            0.012247
                 178,            0.062414,             0.16133,             0.03034,             0.62316,             0.50627,             0.37332,             0.16533,            0.040185,             0.12936,            0.028705,           0.0011318,           0.0011318,            0.011732
                 179,            0.062048,             0.17409,            0.029894,             0.62496,             0.51552,             0.38773,              0.1714,            0.040373,               0.128,            0.028721,           0.0011171,           0.0011171,            0.011217
                 180,            0.061941,             0.17252,            0.030053,             0.62143,             0.51063,              0.3851,              0.2086,            0.035554,              0.1295,            0.028791,           0.0011031,           0.0011031,            0.010703
                 181,            0.064291,              0.1649,            0.029865,             0.61909,             0.53125,             0.37261,             0.16825,            0.040133,             0.12841,            0.028823,           0.0010898,           0.0010898,             0.01019
                 182,            0.061682,             0.17085,            0.030212,             0.62106,             0.51775,              0.3747,              0.1967,            0.036662,             0.12809,            0.028863,           0.0010773,           0.0010773,           0.0096773
                 183,             0.06156,             0.18166,            0.029727,             0.61736,             0.53937,             0.38326,             0.19716,            0.036721,             0.12657,            0.028911,           0.0010656,           0.0010656,           0.0091656
                 184,            0.061501,             0.16042,             0.03018,             0.61771,             0.53446,             0.38121,             0.18959,            0.037838,             0.12743,            0.028841,           0.0010546,           0.0010546,           0.0086546
                 185,            0.061356,             0.16794,            0.029794,             0.62156,              0.5236,             0.38006,             0.19013,            0.037758,             0.12813,            0.028762,           0.0010445,           0.0010445,           0.0081445
                 186,            0.060173,             0.16479,            0.030072,             0.62412,             0.52249,             0.39061,             0.19497,            0.037699,             0.12657,            0.028746,           0.0010352,           0.0010352,           0.0076352
                 187,            0.062257,             0.16733,            0.030117,             0.61883,             0.53536,              0.4078,             0.20068,            0.037919,             0.12626,             0.02865,           0.0010268,           0.0010268,           0.0071268
                 188,            0.060981,              0.1717,            0.029678,             0.62932,             0.49931,             0.40197,             0.19642,            0.037976,             0.12613,            0.028683,           0.0010192,           0.0010192,           0.0066192
                 189,            0.060381,             0.16621,              0.0302,             0.62589,             0.50029,             0.39233,              0.1897,            0.038671,              0.1269,            0.028663,           0.0010126,           0.0010126,           0.0061126
                 190,            0.061003,              0.1712,            0.030497,             0.62118,             0.51626,             0.39101,             0.18224,            0.039854,             0.12675,            0.028638,           0.0010069,           0.0010069,           0.0056069
                 191,            0.061428,             0.16863,            0.030065,             0.62601,             0.52093,             0.40453,             0.20108,            0.037667,             0.12551,            0.028693,           0.0010021,           0.0010021,           0.0051021
                 192,            0.061389,             0.16514,            0.029797,             0.61938,             0.54226,             0.40887,             0.18797,            0.039433,             0.12499,            0.028721,          0.00099821,          0.00099821,           0.0045982
                 193,            0.061687,             0.17276,            0.030177,             0.64071,             0.48625,             0.41428,             0.19921,            0.037931,             0.12439,            0.028756,          0.00099533,          0.00099533,           0.0040953
                 194,            0.061462,             0.16713,            0.029808,             0.63602,             0.51389,             0.42176,             0.22278,            0.035854,              0.1238,            0.028694,          0.00099345,          0.00099345,           0.0035935
                 195,            0.060524,             0.17211,            0.030114,             0.63466,             0.51176,              0.4147,             0.21153,            0.037001,             0.12362,            0.028648,          0.00099258,          0.00099258,           0.0030926
                 196,            0.060904,               0.166,             0.02963,             0.63607,              0.4963,             0.40559,             0.20714,            0.037092,             0.12368,            0.028653,          0.00099274,          0.00099274,           0.0025927
                 197,            0.061112,             0.16482,            0.029688,             0.61903,             0.53662,             0.38821,             0.18307,            0.038841,             0.12644,            0.028591,          0.00099394,          0.00099394,           0.0020939
                 198,            0.061647,             0.17115,            0.030357,             0.62319,             0.52925,             0.39366,             0.19314,            0.037974,             0.12548,            0.028565,          0.00099621,          0.00099621,           0.0015962
                 199,            0.060772,             0.16251,            0.030076,             0.62848,             0.51965,              0.4122,             0.20761,            0.036885,             0.12402,            0.028572,          0.00099955,          0.00099955,           0.0010996
